Taxon	mim16.m1c3t	mim16.m2c3t	mim16.m3c3t	mim16.m1c4t	mim16.m2c4t	mim16.m3c4t	mim16.m1c1l	mim16.m2c1l	mim16.m3c1l	mim16.m3c2l	mim16.m1c3l	mim16.m2c3l	mim16.m3c3l	mim16.m1c4l	mim16.m2c4l	mim16.m3c4l
seq47:g__Parabacteroides;s__merdae	0	0	0	0	0	0	0	0	0	0	0.00364290217873573	0	0	0	0	0
seq6:g__Turicibacter;s__sanguinis	0.00134902918078597	0.0210531251465279	0.000770278263022517	0.00875941737820191	0.00199537912203319	0.0263506927243964	0.00771620658042172	0.00826026518391788	0	0	0	0.0139583488840785	0	0.00244000845357259	0	0.00321613917111322
seq73:f__Ruminococcaceae;g__NA;s__sp34878	0	0.000265703880839624	0	0	0	0.0012304447178766	0	0	0	0	0	0	0	0	0	0
seq192:unidentified	0	0	0	0	0	0.00041547483980249	0	0	0	0	0	0	0	0	0	0
seq158:unidentified	0	0	0	0	0	0.000591252656642004	0	0	0	0	0	0	0	0	0	0
seq183:f__Lachnospiraceae;g__NA;s__sp33513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000548205540530663
seq177:unidentified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00058475257656604
seq203:unidentified	0	0	0	0	0	0	0	0	0	0.000515907136715391	0	0	0	0	0	0
seq141:unidentified	0	0	0	0	0	0	0	0	0	0.000988822012037833	0	0	0	0	0	0
seq79:g__Dysgonomonas;s__mossii	0	0	0	0	0	0	0	0	0	0	0.00198491464867011	0	0	0	0	0
seq157:unidentified	0	0	0	0	0	0.00060723245817287	0	0	0	0	0	0	0	0	0	0
seq235:unidentified	0	0	0	0	0	0	0	0	0	0.000236457437661221	0	0	0	0	0	0
seq64:unidentified	0	0	0	0	0	0	0	0	0	0.00253654342218401	0	0	0	0	0	0
seq221:g__Kurthia;s__gibsonii	0	0	0	0	0	0.00025567682449384	0	0	0	0	0	0	0	0	0	0
seq82:g__Phyllobacterium;s__brassicacearum-myrsinacearum	0	0.000312592800987793	0	0	0	0	0	0	0.000421715538811887	0	0	0	0	0	0.00135762321219967	0
seq7:g__Bacteroides;s__stercorirosoris	0	0.0139103796439568	0	0.00231039678553491	0.00236294896030246	0.0459579092027677	0.00180808801059387	0.00531971770744226	0	0	0	0.00226418849991292	0	0	0	0.000493384986477597
seq30:g__Roseburia;s__sp33143	0	0.00154733436488958	0	0.00048216976393772	0	0.0025567682449384	0	0	0	0	0	0	0	0	0	0
seq80:f__NA;g__NA;s__sp48028	0.000305137552796827	0	0	0	0	0	0	0	0	0	0	0	0.00238805970149254	0	0	0
seq228:unidentified	0	0	0	0	0	0	0	0	0	0.000300945829750645	0	0	0	0	0	0
seq67:g__Eggerthella;s__lenta	0	0	0	0.000662983425414365	0	0.00100672749644449	0	0.000347519247219846	0	0	0	0	0	0	0	0
seq119:unidentified	0	0	0	0	0	0	0.00140063155750229	0	0	0	0	0	0	0	0	0
seq40:f__Lachnospiraceae;g__NA;s__sp33492	0	0	0	0	0	0.000814969878074114	0	0	0	0	0	0	0	0.00149858786912333	0	0.000895402382866749
seq23:f__Lachnospiraceae;g__NA;s__sp32778	0	0	0	0.00048216976393772	0	0.00683935505521021	0	0	0	0	0	0	0	0	0	0
seq234:unidentified	0	0	0.000165059627790539	0	0	0	0	0	0	0	0	0	0	0	0	0
seq145:unidentified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00142076847788337	0
seq70:g__Lachnoclostridium;s__sp32433	0	0	0	0	0	0.00169385896227169	0	0	0	0	0	0	0	0	0	0
seq1:g__Delftia;s__acidovorans	0.477267252316636	0.436895328300589	0.496127976231414	0.535148166750377	0.449380382272632	0.272359737292063	0.531017622491596	0.508260265183918	0.528297112654278	0.385103181427343	0.456436961445952	0.463984474136001	0.401753731343284	0.505888681819055	0.471442553594544	0.518127329873547
seq78:f__Ruminococcaceae;g__NA;s__sp34794	0	0.000500148481580469	0	0	0	0.000926828488790169	0	0	0	0	0	0	0	0	0	0
seq37:g__Tyzzerella;s__sp33302	0	0	0	0	0	0	0	0	0	0	0.00460033159750601	0	0	0	0	0
seq107:unidentified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00192593060335301	0
seq147:unidentified	0	0	0	0	0	0	0.00112050524600183	0	0	0	0	0	0	0	0	0
seq35:g__Erysipelatoclostridium;s__ramosum	0	0.00207874212656883	0	0.000261175288799598	0	0.00047939404592595	0.000814912906183152	0	0	0	0	0	0	0	0	0
seq33:f__Lachnospiraceae;g__NA;s__sp33565	0	0	0	0	0	0.00369133415362981	0	0	0	0	0	0	0	0	0	0
